84893,-1.82,-0.84,0.40,4.28,-16.00,1.82,0.84,3.23,-2.59,16.00,516,100,488,105,100.7,14.7,100.7,1t
85268,-1.48,-0.86,5.53,1.16,-18.62,1.48,0.86,-2.57,0.56,18.62,594,167,521,147,98.3,7.0,98.3,1t
85493,-1.14,-1.06,1.68,1.16,10.06,1.14,1.06,0.61,0.96,-10.06,250,680,300,671,97.0,-8.7,97.0,1t
85868,-0.78,-0.99,-6.86,-3.11,19.95,-15.22,0.99,-23.57,5.10,-19.95,108,526,231,612,96.1,7.0,96.1,1t
86093,-3.27,-1.30,5.22,-2.56,8.66,3.27,1.30,1.32,5.17,-8.66,242,630,234,646,95.2,-2.3,95.2,1t
86469,-1.23,-1.08,1.50,3.42,14.03,1.23,1.08,0.95,-1.27,-14.03,136,515,123,544,93.4,15.7,93.4,1t
86693,-0.51,-0.73,3.94,-0.36,-10.87,0.51,0.73,-2.93,1.82,10.87,630,229,643,243,92.2,-4.5,92.2,1t
86910,-0.88,-1.03,0.34,1.65,22.70,0.88,1.03,1.41,0.40,-22.70,100,492,107,508,92.1,16.4,92.1,1t
87068,-3.88,-1.45,-22.55,-1.58,-11.79,3.88,1.45,30.31,4.49,11.79,468,148,532,100,91.8,25.8,91.8,1t
87293,-2.53,-1.19,9.43,4.89,-0.37,2.53,1.19,-4.38,-2.51,0.37,296,483,297,481,90.5,5.2,90.5,1t
87668,-0.49,-0.62,1.87,2.93,-8.07,0.49,0.62,-0.89,-1.69,8.07,569,157,522,134,89.7,12.1,89.7,1t
87893,-2.97,-0.43,-29.08,-2.07,7.56,-13.03,0.43,3.01,2.93,-7.56,112,529,100,471,90.8,26.3,90.8,1t
88118,-4.66,-0.60,7.79,-0.91,-0.92,4.66,0.60,1.53,2.11,0.92,308,470,347,465,89.8,2.3,89.8,1t
88268,-2.46,-0.58,11.14,-2.93,14.64,2.46,0.58,-6.22,4.08,-14.64,256,713,311,654,87.8,-7.4,87.8,1t
88493,-1.31,-0.64,4.06,-5.55,4.51,1.31,0.64,-1.44,6.83,-4.51,146,588,232,589,88.5,6.6,88.5,1t
88718,-0.92,-0.66,0.95,1.65,23.86,0.92,0.66,0.88,-0.33,-23.86,471,883,444,832,87.7,-33.2,87.7,1t
88868,-0.58,-0.54,2.35,0.06,1.15,0.58,0.54,-1.19,1.01,-1.15,241,550,247,527,86.5,7.2,86.5,1t
89093,2.05,-0.67,28.23,2.14,5.79,13.95,0.67,-0.34,-0.80,-5.79,348,748,373,774,86.2,-19.7,86.2,1t
89319,3.00,-2.53,-8.08,-27.28,6.64,-3.00,-13.47,2.08,0.33,-6.64,435,823,439,850,85.3,-29.5,85.3,1t
89469,1.05,-5.49,-12.48,-18.92,1.70,-1.05,-10.51,10.37,-2.10,-1.70,484,846,516,954,85.4,-38.8,85.4,1t
89693,-0.38,-6.87,-2.53,-12.57,6.95,0.38,6.87,3.29,26.32,-6.95,543,922,457,878,85.2,-48.4,85.2,1t
89918,-0.65,-3.62,-1.98,20.27,7.13,0.65,3.62,3.28,-13.02,-7.13,278,640,231,670,84.1,-0.4,84.1,1t
90069,-1.71,-1.61,-1.74,12.15,4.33,1.71,1.61,5.16,-8.94,-4.33,213,627,299,686,84.6,-2.0,84.6,1t
90368,-1.70,-0.50,-0.82,4.40,-14.72,1.70,0.50,4.22,-3.40,14.72,638,225,601,214,84.3,2.7,84.3,1t
90518,-1.26,-0.27,-1.86,4.09,13.79,1.26,0.27,4.37,-3.55,-13.79,469,823,447,893,83.5,-29.4,83.5,1t
90668,-0.62,0.15,-3.14,1.47,15.15,0.62,-0.15,4.38,-1.77,15.15,806,364,789,431,83.5,-21.2,83.5,1t
90893,-0.63,-0.32,0.89,-0.30,15.01,0.63,0.32,0.37,0.95,-15.01,260,621,245,683,83.5,-0.6,83.5,1t
91118,-1.23,-0.74,-0.15,1.28,-15.39,1.23,0.74,2.61,0.19,15.39,698,283,718,334,82.7,-8.6,82.7,1t
91493,-0.25,-0.64,-0.70,7.94,-20.27,0.25,0.64,1.19,-6.66,20.27,586,162,585,209,81.5,5.9,81.5,1t
91718,0.16,-0.56,2.48,-2.07,8.35,-0.16,0.56,-2.80,3.19,-8.35,157,549,138,545,81.7,14.4,81.7,1t
92093,-3.65,-0.91,11.75,0.55,6.95,-12.35,0.91,-36.45,1.28,-6.95,344,739,100,344,80.6,14.5,80.6,1t
92318,-5.19,-0.80,-23.04,-0.12,-11.24,-10.81,0.80,1.41,1.72,11.24,535,129,515,121,81.3,18.3,81.3,1t
92918,-0.53,-1.04,5.28,3.30,-9.84,0.53,1.04,-4.22,-1.22,9.84,595,150,509,153,79.9,15.2,79.9,1t
93293,-0.04,-0.77,0.28,1.41,-1.53,0.04,0.77,-0.20,0.13,1.53,288,320,257,335,81.3,30.9,81.3,1t
93668,-0.75,-0.98,-0.27,-0.18,12.81,0.75,0.98,1.77,2.13,-12.81,327,668,233,692,80.6,-6.1,80.6,1t
94118,-0.78,-0.92,3.82,-0.12,21.84,0.78,0.92,-2.26,1.95,-21.84,112,555,186,544,78.6,14.5,78.6,1t
94268,-0.82,-0.78,5.83,2.14,-15.08,0.82,0.78,-4.19,-0.58,15.08,898,491,902,509,77.7,-41.6,77.7,1t
94568,-0.77,-0.69,0.52,-1.03,18.18,0.77,0.69,1.02,2.42,-18.18,300,721,302,681,77.1,-7.0,77.1,1t
